Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.2123,2.8394,1.2004,53.1,28.4,60.0,47.2,1.4174,1.6583,-3.525,-2.285
Source_Only_ZeroShot,20,25.0,"[5.0, 45.0]",16.67,9.09,"[2.8, 15.2]",-0.059,0.8899,1.1311,4.8047,222.5,11.3,240.2,158.0,2.2752,2.3917,-70.97,-36.408
FewShot_PEFT,20,30.0,"[10.0, 50.0]",33.33,27.06,"[9.4, 39.1]",0.137,0.1684,1.3266,1.2467,42.1,13.3,62.3,39.2,0.9139,1.2293,-2.616,-3.234
Domain_Transfer_MMD,20,55.0,"[30.0, 75.0]",46.67,47.62,"[24.8, 64.9]",0.439,0.1781,1.1844,1.19,44.5,11.8,59.5,38.6,0.8508,1.1209,-2.788,-3.069
Physics_TTA,20,25.0,"[5.0, 45.0]",16.67,9.52,"[3.1, 15.7]",-0.036,0.819,0.8419,4.3237,204.8,8.4,216.2,143.1,1.9949,2.113,-60.089,-29.397
