Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.20021725666666668,4.0416636666666665,0.7019188668333333,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.8884521683333334,6.534446616666666,4.35336775,0.0,6
Rectangular,FewShot_PEFT,0.7803519933333334,5.325529283333334,4.057377633333333,0.0,6
Rectangular,Domain_Transfer_MMD,1.00755645,5.8421168166666675,4.528059316666667,0.0,6
Rectangular,Physics_TTA,0.8711469216666666,6.310223966666666,4.382174483333334,0.0,6
Ellipse,Real_Only_Scratch,0.3685175175,2.552072175,1.3401540625,50.0,4
Ellipse,Source_Only_ZeroShot,0.93595515,5.1682378098625,2.882480275,0.0,4
Ellipse,FewShot_PEFT,0.83511018,4.4326808925000005,2.62576365,0.0,4
Ellipse,Domain_Transfer_MMD,1.0705253875,4.5746054874999995,2.8988859750000002,0.0,4
Ellipse,Physics_TTA,0.927509285,5.0436651,2.9088483,0.0,4
Triangular,Real_Only_Scratch,0.17401332266666666,2.3198984116666668,1.4281321166666665,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.8872915966666666,7.062032599999999,4.611630183333333,0.0,6
Triangular,FewShot_PEFT,0.7821797716666667,5.837782716666666,4.3157996333333335,0.0,6
Triangular,Domain_Transfer_MMD,0.9891370300000002,6.39189365,4.568734483333333,0.0,6
Triangular,Physics_TTA,0.8790681633333334,6.848545266666666,4.6182654166666675,0.0,6
Step_R,Real_Only_Scratch,0.16377450500000001,5.43123555,1.63609205,0.0,2
Step_R,Source_Only_ZeroShot,1.0780075999999998,8.308732,3.38990955,0.0,2
Step_R,FewShot_PEFT,0.9704109,7.0146437,3.0931871,0.0,2
Step_R,Domain_Transfer_MMD,1.21588085,7.9835302,3.5183505999999998,0.0,2
Step_R,Physics_TTA,1.06099605,8.0887498,3.42807795,0.0,2
Step_T,Real_Only_Scratch,0.17922762,4.7543895,1.84874815,0.0,2
Step_T,Source_Only_ZeroShot,1.0771749499999999,8.3204715,3.3897614999999996,100.0,2
Step_T,FewShot_PEFT,0.969298175,7.0286694999999995,3.0937161,100.0,2
Step_T,Domain_Transfer_MMD,1.194539,7.633608000000001,3.50301505,100.0,2
Step_T,Physics_TTA,1.0619060999999999,8.07607665,3.4281085,100.0,2
