Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.16922076166666666,3.3470760999999993,0.891587765,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,1.3991898833333334,3.53034379,1.3168984233333336,16.666666666666664,6
Rectangular,FewShot_PEFT,0.06646435456666666,0.5452995366666668,0.5351820333333334,66.66666666666666,6
Rectangular,Domain_Transfer_MMD,0.06270492178333333,0.426465195,0.389993805,50.0,6
Rectangular,Physics_TTA,1.3286984,2.1051982016666666,1.2379646616666666,0.0,6
Ellipse,Real_Only_Scratch,0.37440994250000004,0.796451085,0.946199235,100.0,4
Ellipse,Source_Only_ZeroShot,1.256568025,0.7435300224999999,2.3525408000000003,0.0,4
Ellipse,FewShot_PEFT,0.27328716999999997,1.564800015,1.202539631,50.0,4
Ellipse,Domain_Transfer_MMD,0.22286920999999998,1.4900450825,1.3739806125,75.0,4
Ellipse,Physics_TTA,1.2290471250000001,0.4777131015,2.25243775,0.0,4
Triangular,Real_Only_Scratch,0.14226333233333333,2.0437488716666667,1.0535734368333334,66.66666666666666,6
Triangular,Source_Only_ZeroShot,1.2119959166666667,2.4561613333333328,1.0362889241666666,0.0,6
Triangular,FewShot_PEFT,0.08195224458333332,0.3315925626666667,1.267868645,83.33333333333334,6
Triangular,Domain_Transfer_MMD,0.06393845858333334,0.6768884549999999,1.1719776516666667,83.33333333333334,6
Triangular,Physics_TTA,1.2633071333333332,1.9004372600000001,1.0812486773333334,0.0,6
Step_R,Real_Only_Scratch,0.323547835,4.0662899,1.226934,0.0,2
Step_R,Source_Only_ZeroShot,1.4809678499999999,4.25896515,2.3297861,100.0,2
Step_R,FewShot_PEFT,0.06269443150000001,0.25756359500000003,0.9352178600000001,50.0,2
Step_R,Domain_Transfer_MMD,0.1230478,0.50162268,1.02898275,0.0,2
Step_R,Physics_TTA,1.3760065,3.0019524,2.41649185,100.0,2
Step_T,Real_Only_Scratch,0.0615283695,3.71867465,1.3056158,0.0,2
Step_T,Source_Only_ZeroShot,1.4946935,4.84525575,2.0905253999999998,0.0,2
Step_T,FewShot_PEFT,0.234089105,0.7140255,0.751540545,0.0,2
Step_T,Domain_Transfer_MMD,0.19135006999999998,0.197296145,0.718205685,0.0,2
Step_T,Physics_TTA,1.4124544,3.547925,2.1966766,0.0,2
