Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.31705462933333334,2.62778205,0.8873446066666667,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.24521238166666667,12.283214666666666,7.102654083333333,0.0,6
Rectangular,FewShot_PEFT,0.249885255,10.945037583333333,6.7996616166666675,0.0,6
Rectangular,Domain_Transfer_MMD,0.2961081483333333,10.491410166666666,5.899813233333333,0.0,6
Rectangular,Physics_TTA,0.24963428166666668,11.943057666666666,7.072828366666667,0.0,6
Ellipse,Real_Only_Scratch,0.44844011500000003,2.136763325,1.3808562850000001,75.0,4
Ellipse,Source_Only_ZeroShot,0.431179525,12.06869915,5.699917825,0.0,4
Ellipse,FewShot_PEFT,0.435430565,10.85566275,5.4308853500000005,0.0,4
Ellipse,Domain_Transfer_MMD,0.45351827499999997,10.039897999999999,4.59312155,0.0,4
Ellipse,Physics_TTA,0.430871755,11.838193174999999,5.685935925,0.0,4
Triangular,Real_Only_Scratch,0.15337705583333333,2.5671216833333337,1.2523677266666666,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.277136755,14.265684083333333,6.588914033333334,50.0,6
Triangular,FewShot_PEFT,0.2803893,12.9144685,6.303374300000001,50.0,6
Triangular,Domain_Transfer_MMD,0.3003101516666667,12.713707583333331,5.391586666666666,50.0,6
Triangular,Physics_TTA,0.27912409666666665,14.0450575,6.605546916666666,50.0,6
Step_R,Real_Only_Scratch,0.0545446725,0.256366725,1.20905505,0.0,2
Step_R,Source_Only_ZeroShot,0.05217871,13.4222295,5.79228495,50.0,2
Step_R,FewShot_PEFT,0.0455406775,12.061959,5.49592785,50.0,2
Step_R,Domain_Transfer_MMD,0.089530425,11.5251245,4.5209145500000005,50.0,2
Step_R,Physics_TTA,0.054346069999999996,13.200097,5.8131055,50.0,2
Step_T,Real_Only_Scratch,0.07495663999999999,3.3917956,1.0949879,0.0,2
Step_T,Source_Only_ZeroShot,0.0633316625,13.930046999999998,5.7717813499999995,0.0,2
Step_T,FewShot_PEFT,0.0623520035,12.5098935,5.473777,0.0,2
Step_T,Domain_Transfer_MMD,0.05029237265,12.1650515,4.448121,0.0,2
Step_T,Physics_TTA,0.06284523,13.696972500000001,5.7693905,0.0,2
