Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.25742294,3.9954759000000006,0.9298601116666666,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.9101985983333334,1.9737424749999999,0.870692,0.0,6
Rectangular,FewShot_PEFT,0.096753908,0.6249936500000001,0.5156991633333333,33.33333333333333,6
Rectangular,Domain_Transfer_MMD,0.0972981615,0.5774617216666666,0.5554810416666667,50.0,6
Rectangular,Physics_TTA,0.905500435,0.63750458,0.8291882199999999,0.0,6
Ellipse,Real_Only_Scratch,0.10543024375,0.9716713399999999,0.9371141249999999,75.0,4
Ellipse,Source_Only_ZeroShot,0.75258175,3.6503613250000004,1.41851055,0.0,4
Ellipse,FewShot_PEFT,0.13712729375,0.69245505875,1.0460964499999998,50.0,4
Ellipse,Domain_Transfer_MMD,0.1497752075,0.704823746,0.9115464175000001,50.0,4
Ellipse,Physics_TTA,0.711601015,2.044516325,1.5053388749999999,0.0,4
Triangular,Real_Only_Scratch,0.19932674083333332,1.9209268000000002,1.106164395,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.8935891316666668,1.022036851,0.9851995416666667,0.0,6
Triangular,FewShot_PEFT,0.07025986988333334,0.16717100166666665,1.0522592816666665,83.33333333333334,6
Triangular,Domain_Transfer_MMD,0.06583230601666666,0.41245460500000003,1.2143456866666669,83.33333333333334,6
Triangular,Physics_TTA,0.8353767949999998,0.438315075,1.0023838749999998,0.0,6
Step_R,Real_Only_Scratch,0.24707328,2.7305231,1.3877168,0.0,2
Step_R,Source_Only_ZeroShot,1.0479109,0.5692234,1.45549525,100.0,2
Step_R,FewShot_PEFT,0.18821883,0.7796817,0.8298537850000001,0.0,2
Step_R,Domain_Transfer_MMD,0.0780168475,0.10473776024999999,0.71501397,0.0,2
Step_R,Physics_TTA,1.04929135,0.33874607100000004,1.5576305499999998,100.0,2
Step_T,Real_Only_Scratch,0.0519961125,3.2821286,1.1170063,0.0,2
Step_T,Source_Only_ZeroShot,1.0438030999999999,1.26119425,1.4839258000000002,0.0,2
Step_T,FewShot_PEFT,0.21977966999999998,0.47709417000000004,0.92195825,0.0,2
Step_T,Domain_Transfer_MMD,0.115854025,0.81156684,0.794469835,0.0,2
Step_T,Physics_TTA,1.0473946,0.2811141,1.5043213,0.0,2
