Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.2744890683333333,3.794847083333334,0.33108446966666666,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,3.03702425,10.062757116666667,6.9575319,0.0,6
Rectangular,FewShot_PEFT,2.8784493166666665,8.755176483333335,6.62711865,0.0,6
Rectangular,Domain_Transfer_MMD,2.39349755,10.131754166666665,5.947936800000001,0.0,6
Rectangular,Physics_TTA,3.043214783333333,9.614783533333334,6.94099785,0.0,6
Ellipse,Real_Only_Scratch,0.27849549,1.2900285999999999,1.3173268500000002,50.0,4
Ellipse,Source_Only_ZeroShot,3.1871266499999997,8.4173982,6.293951275,0.0,4
Ellipse,FewShot_PEFT,3.022090275,7.193494625000001,5.9534347,0.0,4
Ellipse,Domain_Transfer_MMD,2.554813525,8.519641425,5.350359225,0.0,4
Ellipse,Physics_TTA,3.1654565249999997,8.033816300000002,6.2477204749999995,0.0,4
Triangular,Real_Only_Scratch,0.055405617,1.1379093299999998,1.2055819166666666,66.66666666666666,6
Triangular,Source_Only_ZeroShot,2.3186959333333337,13.959630333333331,6.104878733333333,100.0,6
Triangular,FewShot_PEFT,2.18382385,12.514049,5.812631316666667,100.0,6
Triangular,Domain_Transfer_MMD,1.6958334666666666,14.68446025,5.05975905,100.0,6
Triangular,Physics_TTA,2.3136020333333334,13.481140833333335,6.0719380166666665,100.0,6
Step_R,Real_Only_Scratch,0.138118415,4.6971305,1.1046102,0.0,2
Step_R,Source_Only_ZeroShot,2.91073345,11.1797075,5.55691385,0.0,2
Step_R,FewShot_PEFT,2.7591935,9.781824499999999,5.2371508,0.0,2
Step_R,Domain_Transfer_MMD,2.2345583500000004,11.003582999999999,4.45689965,0.0,2
Step_R,Physics_TTA,2.91857995,10.722701,5.5424758,0.0,2
Step_T,Real_Only_Scratch,0.097320465,1.9099035500000001,0.6471498,0.0,2
Step_T,Source_Only_ZeroShot,2.3129099,14.858238,4.7893991499999995,0.0,2
Step_T,FewShot_PEFT,2.184404,13.3826625,4.506884599999999,0.0,2
Step_T,Domain_Transfer_MMD,1.6989614,15.2545815,3.71181155,0.0,2
Step_T,Physics_TTA,2.31795445,14.364549499999999,4.7679403,0.0,2
