Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.3453747516666667,3.646591816666666,0.6233857898666667,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.7586110833333334,1.9449741166666665,1.1047275383333335,66.66666666666666,6
Rectangular,FewShot_PEFT,0.09423454599999999,0.9131378383333334,0.4463745708333333,66.66666666666666,6
Rectangular,Domain_Transfer_MMD,0.12420671466666668,0.8479878125,0.41076127166666665,66.66666666666666,6
Rectangular,Physics_TTA,0.7459057983333334,1.7824148950000003,1.0979924973333335,66.66666666666666,6
Ellipse,Real_Only_Scratch,0.356357395,1.4227621750000001,1.1685471125,50.0,4
Ellipse,Source_Only_ZeroShot,0.7233065025000001,3.7028594249999998,0.31164329874999996,0.0,4
Ellipse,FewShot_PEFT,0.13491632112500002,1.075886745,1.442359375,25.0,4
Ellipse,Domain_Transfer_MMD,0.1462794535,1.2577590925,1.5264494,25.0,4
Ellipse,Physics_TTA,0.63114998,2.976196775,0.294146845,0.0,4
Triangular,Real_Only_Scratch,0.17074699166666665,2.3104549433333332,1.2586418833333333,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.8928486016666667,2.6987055166666667,1.0496374528333332,0.0,6
Triangular,FewShot_PEFT,0.1603877259333333,1.2385977166666666,0.9919209599999999,33.33333333333333,6
Triangular,Domain_Transfer_MMD,0.16451497983333332,0.8419102080000002,0.9339142750000001,50.0,6
Triangular,Physics_TTA,0.845310535,1.80262246,0.9965028793333334,0.0,6
Step_R,Real_Only_Scratch,0.0401963735,2.67529585,0.72908163,0.0,2
Step_R,Source_Only_ZeroShot,1.1637225500000001,1.40183305,0.10788429000000001,0.0,2
Step_R,FewShot_PEFT,0.37189638999999997,0.43411159499999996,1.30098655,100.0,2
Step_R,Domain_Transfer_MMD,0.327390275,0.665493485,1.190487,100.0,2
Step_R,Physics_TTA,1.16373065,1.4017577,0.107856152,0.0,2
Step_T,Real_Only_Scratch,0.027415201,5.1696025,1.6489387,0.0,2
Step_T,Source_Only_ZeroShot,1.1749609,0.650689125,0.1768914455,0.0,2
Step_T,FewShot_PEFT,0.5141808649999999,0.970002163,1.00569015,0.0,2
Step_T,Domain_Transfer_MMD,0.490400435,0.8217158400000001,0.9577961700000001,0.0,2
Step_T,Physics_TTA,1.1749759,0.65071775,0.176926255,0.0,2
