Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Real_Only_Scratch,20,45.0,"[25.0, 70.0]",35.0,33.45,"[17.9, 49.7]",0.301,0.1719,3.0482,1.1833,43.0,30.5,59.2,44.2,1.4678,1.7265,-2.892,-1.844
Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,11.9,"[3.3, 21.2]",0.051,0.9043,4.6614,0.8212,226.1,46.6,41.1,104.6,2.129,2.2085,-70.581,-0.368
FewShot_PEFT,20,35.0,"[15.0, 55.0]",31.67,29.1,"[12.0, 41.9]",0.192,0.1832,1.7871,1.0541,45.8,17.9,52.7,38.8,1.0081,1.3934,-3.252,-1.28
Domain_Transfer_MMD,20,45.0,"[25.0, 70.0]",40.0,39.83,"[18.2, 54.3]",0.315,0.1839,1.7557,1.0471,46.0,17.6,52.4,38.6,0.9956,1.3227,-3.265,-1.365
Physics_TTA,20,25.0,"[10.0, 45.0]",30.0,15.0,"[4.4, 25.9]",0.159,0.8937,4.5518,0.8163,223.4,45.5,40.8,103.2,2.0872,2.1804,-69.111,-0.401
