Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.1917,2.8149,1.1102,47.9,28.1,55.5,43.9,1.3722,1.6376,-3.16,-1.65
Source_Only_ZeroShot,20,10.0,"[0.0, 25.0]",13.33,8.33,"[0.0, 17.9]",-0.037,0.6653,1.1964,0.7312,166.3,12.0,36.6,71.6,0.8643,1.0338,-39.31,-0.018
FewShot_PEFT,20,40.0,"[20.0, 60.0]",41.67,36.18,"[17.1, 52.6]",0.257,0.1383,0.7094,1.0015,34.6,7.1,50.1,30.6,0.6164,0.7149,-1.7,-1.077
Domain_Transfer_MMD,20,35.0,"[15.0, 55.0]",25.0,29.33,"[14.3, 43.6]",0.157,0.1335,0.8686,1.0234,33.4,8.7,51.2,31.1,0.6751,0.7967,-1.28,-1.145
Physics_TTA,20,5.0,"[0.0, 15.0]",10.0,2.86,"[0.0, 8.0]",-0.096,0.6376,0.876,0.7161,159.4,8.8,35.8,68.0,0.7432,0.9498,-36.506,-0.007
