Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Real_Only_Scratch,20,45.0,"[25.0, 70.0]",35.0,33.45,"[17.9, 49.7]",0.301,0.2438,2.3506,1.1485,60.9,23.5,57.4,47.3,1.2476,1.4801,-6.774,-2.212
Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,10.67,"[2.2, 21.2]",-0.033,0.2545,13.1136,6.4039,63.6,131.1,320.2,171.7,6.5907,6.6653,-6.269,-63.896
FewShot_PEFT,20,20.0,"[5.0, 40.0]",20.0,10.67,"[2.2, 21.2]",-0.033,0.257,11.7862,6.1141,64.2,117.9,305.7,162.6,6.0524,6.1286,-6.429,-58.221
Domain_Transfer_MMD,20,20.0,"[5.0, 40.0]",20.0,10.7,"[2.4, 21.1]",-0.016,0.2836,11.3385,5.2029,70.9,113.4,260.1,148.1,5.6084,5.6982,-7.615,-42.17
Physics_TTA,20,20.0,"[5.0, 40.0]",20.0,10.76,"[2.1, 21.2]",-0.051,0.2565,12.8538,6.3989,64.1,128.5,319.9,170.9,6.5031,6.5809,-6.315,-63.798
