Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.2717726485,4.048785383333334,0.7393216916666666,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.6282160633333334,1.8213036833333331,1.059967865,66.66666666666666,6
Rectangular,FewShot_PEFT,0.15514744466666666,1.6373806,0.6333164583333334,83.33333333333334,6
Rectangular,Domain_Transfer_MMD,0.1613483505,1.7684151266666666,0.6061599733333334,83.33333333333334,6
Rectangular,Physics_TTA,0.6221544583333333,1.6162937500000003,1.0156649866666667,66.66666666666666,6
Ellipse,Real_Only_Scratch,0.231274415,1.3516962725,1.56852765,50.0,4
Ellipse,Source_Only_ZeroShot,0.5378918024999999,2.466233275,0.30175853425,50.0,4
Ellipse,FewShot_PEFT,0.1127101035,2.7552626,1.458544475,0.0,4
Ellipse,Domain_Transfer_MMD,0.11425575425,3.417916825,1.4695061749999998,25.0,4
Ellipse,Physics_TTA,0.52443081,1.9691812999999998,0.39366686500000003,50.0,4
Triangular,Real_Only_Scratch,0.09928057483333334,2.623714216666667,1.5341062150000002,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.7350340866666668,1.9624061750000001,1.1057426407,0.0,6
Triangular,FewShot_PEFT,0.04711167991666667,2.4923695500000003,0.8569823816666667,0.0,6
Triangular,Domain_Transfer_MMD,0.060708444166666674,2.4429136916666665,0.8519615116666667,16.666666666666664,6
Triangular,Physics_TTA,0.7151325150000001,1.482222078333333,0.9905543306333335,0.0,6
Step_R,Real_Only_Scratch,0.0532919465,1.68022965,0.7942898,0.0,2
Step_R,Source_Only_ZeroShot,0.9263354500000001,2.2122645,0.0650697938,0.0,2
Step_R,FewShot_PEFT,0.22964484000000002,1.65534115,0.877800465,100.0,2
Step_R,Domain_Transfer_MMD,0.19706726000000002,1.4185352,0.87473785,100.0,2
Step_R,Physics_TTA,0.926334435,2.2124233,0.0649765735,0.0,2
Step_T,Real_Only_Scratch,0.023641765000000002,2.61693545,0.8942672,0.0,2
Step_T,Source_Only_ZeroShot,0.7290929500000001,3.1668448,0.0736144775,0.0,2
Step_T,FewShot_PEFT,0.43676000000000004,0.5018568,1.0501144,0.0,2
Step_T,Domain_Transfer_MMD,0.47475338,0.87648773,1.065643725,0.0,2
Step_T,Physics_TTA,0.72911405,3.1671939,0.07361257,0.0,2
