Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.272454021,4.163093066666666,0.87902319,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.5656451816666667,244.15171333333333,8.0385,0.0,6
Rectangular,FewShot_PEFT,0.5419435,240.79175333333333,7.557421833333334,0.0,6
Rectangular,Domain_Transfer_MMD,0.5495712233333333,234.63854333333333,7.073380116666666,0.0,6
Rectangular,Physics_TTA,0.564898005,243.58982333333336,7.989196450000001,0.0,6
Ellipse,Real_Only_Scratch,0.2605451075,3.0636047,1.2007796575,50.0,4
Ellipse,Source_Only_ZeroShot,0.6614022749999999,233.976195,6.659435725,100.0,4
Ellipse,FewShot_PEFT,0.6371211999999999,230.6336975,6.1832291999999995,0.0,4
Ellipse,Domain_Transfer_MMD,0.63876675,215.69295750000003,5.367605875,0.0,4
Ellipse,Physics_TTA,0.662867715,233.2758,6.603702525,100.0,4
Triangular,Real_Only_Scratch,0.12969338866666666,2.4935679,1.8410240333333334,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.5668682466666667,239.82886,7.7844236833333325,0.0,6
Triangular,FewShot_PEFT,0.5434746833333334,236.48194333333333,7.3068540833333335,0.0,6
Triangular,Domain_Transfer_MMD,0.550370585,226.57123,6.628078299999999,50.0,6
Triangular,Physics_TTA,0.566023885,239.17387833333336,7.7309492833333335,0.0,6
Step_R,Real_Only_Scratch,0.079475835,1.76848695,0.58422505,0.0,2
Step_R,Source_Only_ZeroShot,0.35769174000000004,235.68331,6.83457035,0.0,2
Step_R,FewShot_PEFT,0.33270902,232.329745,6.35559275,0.0,2
Step_R,Domain_Transfer_MMD,0.33410353,218.61172,5.650468249999999,0.0,2
Step_R,Physics_TTA,0.35582589,234.906665,6.7759967,0.0,2
Step_T,Real_Only_Scratch,0.14808294,6.6577027,1.78513265,0.0,2
Step_T,Source_Only_ZeroShot,0.371254825,240.988685,6.717332750000001,0.0,2
Step_T,FewShot_PEFT,0.34862329000000003,237.64651500000002,6.24080325,0.0,2
Step_T,Domain_Transfer_MMD,0.359264075,228.731775,5.52095135,0.0,2
Step_T,Physics_TTA,0.36957373,240.355485,6.6657743499999995,0.0,2
