Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.19499062333333336,3.1888985499999998,0.713598245,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,99.64322,3171.2048166666664,88.64081166666666,0.0,6
Rectangular,FewShot_PEFT,99.39002266666667,3167.80675,88.19533533333333,0.0,6
Rectangular,Domain_Transfer_MMD,98.30445083333332,3169.076316666667,87.15580666666666,100.0,6
Rectangular,Physics_TTA,99.73221166666667,3170.871483333333,88.74541599999999,0.0,6
Ellipse,Real_Only_Scratch,0.356499985,1.870479078,1.2639707375,50.0,4
Ellipse,Source_Only_ZeroShot,82.17346400000001,2512.8339,178.28982000000002,100.0,4
Ellipse,FewShot_PEFT,81.934408,2509.62885,177.81080300000002,50.0,4
Ellipse,Domain_Transfer_MMD,81.29410250000001,2510.376125,177.22696999999997,0.0,4
Ellipse,Physics_TTA,82.2259385,2512.5439499999998,178.35949,0.0,4
Triangular,Real_Only_Scratch,0.1696577191666667,1.9600241666666667,1.7695864166666668,66.66666666666666,6
Triangular,Source_Only_ZeroShot,100.09125266666668,3170.67355,89.06930316666666,0.0,6
Triangular,FewShot_PEFT,99.83849100000002,3167.281316666667,88.62468000000001,0.0,6
Triangular,Domain_Transfer_MMD,98.55871333333334,3168.7786333333333,87.39933466666668,0.0,6
Triangular,Physics_TTA,100.17740733333333,3170.3437166666668,89.17122733333333,0.0,6
Step_R,Real_Only_Scratch,0.21964888,2.3842435,1.5736542500000001,0.0,2
Step_R,Source_Only_ZeroShot,100.292088,3170.67285,88.0701,0.0,2
Step_R,FewShot_PEFT,100.039327,3167.28025,87.625488,0.0,2
Step_R,Domain_Transfer_MMD,98.759415,3168.77755,86.40003250000001,0.0,2
Step_R,Physics_TTA,100.37829500000001,3170.3426499999996,88.17203,100.0,2
Step_T,Real_Only_Scratch,0.152678695,1.08172848,0.65014911,0.0,2
Step_T,Source_Only_ZeroShot,100.292085,3170.67285,88.0701,0.0,2
Step_T,FewShot_PEFT,100.039327,3167.28025,87.625475,0.0,2
Step_T,Domain_Transfer_MMD,98.759395,3168.77765,86.400008,0.0,2
Step_T,Physics_TTA,100.37831,3170.3426499999996,88.17214949999999,0.0,2
