Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
FewShot_PEFT,20,10.0,"[0.0, 25.0]",20.0,3.81,"[0.0, 8.3]",0.0,0.8298,5.6399,3.6558,207.4,56.4,182.8,148.9,3.3751,3.5407,-60.102,-21.479
