Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.27965005,2.247073016666667,0.7596840233333334,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.10759244316666666,3.985048766666667,2.3800039500000003,33.33333333333333,6
Rectangular,FewShot_PEFT,0.10015489583333333,3.7233728166666666,2.2561352266666668,33.33333333333333,6
Rectangular,Domain_Transfer_MMD,0.12124246383333336,4.320989108333333,2.6630921666666665,33.33333333333333,6
Rectangular,Physics_TTA,0.103213817,3.9608855999999997,2.3480817833333334,33.33333333333333,6
Ellipse,Real_Only_Scratch,0.41015738500000004,1.2698958,1.233957325,75.0,4
Ellipse,Source_Only_ZeroShot,0.23624938750000002,3.132805,0.734998115,0.0,4
Ellipse,FewShot_PEFT,0.2513125985,3.1301042,0.7206045999999999,0.0,4
Ellipse,Domain_Transfer_MMD,0.25840413624999997,3.1349762500000002,0.8015703625,0.0,4
Ellipse,Physics_TTA,0.2296302725,3.032278775,0.7392331375,0.0,4
Triangular,Real_Only_Scratch,0.12182891416666668,2.2116340833333332,1.23263244,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.10192902883333334,3.5831760066666667,2.88436615,0.0,6
Triangular,FewShot_PEFT,0.08484715233333333,3.1296465566666662,2.692319166666667,0.0,6
Triangular,Domain_Transfer_MMD,0.10659546733333332,3.44632244,3.028836966666667,0.0,6
Triangular,Physics_TTA,0.09093750516666665,3.404525916666667,2.829586133333333,0.0,6
Step_R,Real_Only_Scratch,0.0084902344,0.691092965,0.45631802,0.0,2
Step_R,Source_Only_ZeroShot,0.14744067,8.612527,1.1040342,0.0,2
Step_R,FewShot_PEFT,0.131284055,7.44477655,0.9278056800000001,0.0,2
Step_R,Domain_Transfer_MMD,0.121162833,8.869088999999999,1.16797685,0.0,2
Step_R,Physics_TTA,0.13379225,8.0687037,1.0373554,0.0,2
Step_T,Real_Only_Scratch,0.00974355615,4.8385751500000005,1.2582171,0.0,2
Step_T,Source_Only_ZeroShot,0.2579616,3.46414815,1.5635295,0.0,2
Step_T,FewShot_PEFT,0.245706525,2.73135615,1.4082949500000002,0.0,2
Step_T,Domain_Transfer_MMD,0.26217150499999997,3.8637085,1.622607,0.0,2
Step_T,Physics_TTA,0.2469742,3.2475886000000003,1.5646205000000002,0.0,2
