Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Physics_TTA,20,20.0,"[5.0, 40.0]",13.33,8.42,"[2.5, 15.0]",-0.051,0.8942,3.8334,0.8056,223.5,38.3,40.3,100.7,1.8444,1.9302,-69.013,-0.311
