Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.2951847008333333,4.360698266666667,0.8409830400000001,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,46.615585333333335,816.2420900000001,268.60522166666664,0.0,6
Rectangular,FewShot_PEFT,46.360621,812.8412333333332,268.0935416666667,100.0,6
Rectangular,Domain_Transfer_MMD,46.36027466666667,812.8381183333335,268.09080166666666,0.0,6
Rectangular,Physics_TTA,46.6343095,815.9918183333334,268.64256666666665,0.0,6
Ellipse,Real_Only_Scratch,0.3407083325,2.9363052124999998,1.2358553989999999,50.0,4
Ellipse,Source_Only_ZeroShot,46.515534,816.2417525000001,267.6048875,0.0,4
Ellipse,FewShot_PEFT,46.2605725,812.8409375,267.0932025,0.0,4
Ellipse,Domain_Transfer_MMD,46.260246249999994,812.8379550000001,267.09060500000004,0.0,4
Ellipse,Physics_TTA,46.534257000000004,815.99142,267.6421825,0.0,4
Triangular,Real_Only_Scratch,0.12351026166666666,2.843185633333333,1.381894895,66.66666666666666,6
Triangular,Source_Only_ZeroShot,46.615610000000004,816.2422,268.6054,0.0,6
Triangular,FewShot_PEFT,46.360638,812.8415,268.0937166666667,0.0,6
Triangular,Domain_Transfer_MMD,46.360287,812.83826,268.09088,0.0,6
Triangular,Physics_TTA,46.634335,815.99194,268.64275,0.0,6
Step_R,Real_Only_Scratch,0.069101365,1.9511061,0.557284595,0.0,2
Step_R,Source_Only_ZeroShot,46.8155785,816.24198,267.60517,0.0,2
Step_R,FewShot_PEFT,46.560612,812.8412000000001,267.093475,0.0,2
Step_R,Domain_Transfer_MMD,46.56026850000001,812.83813,267.09074,0.0,2
Step_R,Physics_TTA,46.834300999999996,815.99172,267.64250000000004,0.0,2
Step_T,Real_Only_Scratch,0.121904015,2.98819015,1.17990435,0.0,2
Step_T,Source_Only_ZeroShot,46.815578,816.24207,267.605195,100.0,2
Step_T,FewShot_PEFT,46.560616499999995,812.84118,267.093525,0.0,2
Step_T,Domain_Transfer_MMD,46.560276,812.83813,267.090775,100.0,2
Step_T,Physics_TTA,46.834302,815.99182,267.64255,100.0,2
