Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.31706621833333337,3.4033816666666667,0.7947357683333335,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.3965656016666666,7.885042533333333,2.66217315,33.33333333333333,6
Rectangular,FewShot_PEFT,0.32637941833333334,6.677418533333333,2.43031105,33.33333333333333,6
Rectangular,Domain_Transfer_MMD,0.37757918333333335,5.153896316666667,2.244336733333333,33.33333333333333,6
Rectangular,Physics_TTA,0.3921168083333333,7.5478646,2.6182865166666667,33.33333333333333,6
Ellipse,Real_Only_Scratch,0.28428330749999997,1.099876635,0.848208245,75.0,4
Ellipse,Source_Only_ZeroShot,0.706133625,6.089210025,1.058541235,0.0,4
Ellipse,FewShot_PEFT,0.6236207149999999,5.603256,0.9301942499999999,0.0,4
Ellipse,Domain_Transfer_MMD,0.682045525,5.123823375000001,0.7435141075,0.0,4
Ellipse,Physics_TTA,0.7032981875,5.8865226075,1.0355332,0.0,4
Triangular,Real_Only_Scratch,0.24376002049999998,1.6196630916666666,1.53915446,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.19761656833333333,6.028750283333333,2.9740228,0.0,6
Triangular,FewShot_PEFT,0.15059797666666666,5.049766249999999,2.7290831333333334,0.0,6
Triangular,Domain_Transfer_MMD,0.16798416666666668,3.184048933333333,2.48074,0.0,6
Triangular,Physics_TTA,0.19382569166666672,5.790046733333334,2.9338034499999996,0.0,6
Step_R,Real_Only_Scratch,0.025500685000000002,3.4923394,0.55757665,0.0,2
Step_R,Source_Only_ZeroShot,0.36589947,6.768273499999999,2.08832935,100.0,2
Step_R,FewShot_PEFT,0.31949105,5.72866535,1.8444113999999998,100.0,2
Step_R,Domain_Transfer_MMD,0.332540265,3.78639035,1.43365,100.0,2
Step_R,Physics_TTA,0.36228024999999997,6.5371085,2.0323077,100.0,2
Step_T,Real_Only_Scratch,0.163192065,2.7340822,1.39636885,0.0,2
Step_T,Source_Only_ZeroShot,0.37026536499999996,6.3824711,1.9925468,0.0,2
Step_T,FewShot_PEFT,0.32469293499999996,5.37824815,1.75230555,0.0,2
Step_T,Domain_Transfer_MMD,0.337856865,3.45196295,1.1945047500000001,0.0,2
Step_T,Physics_TTA,0.35837608499999996,6.0312362,1.95333385,0.0,2
