Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
PI_LGL,10,100.0,"[100.0, 100.0]",100.0,100.0,"[100.0, 100.0]",1.0,0.1112,1.2231,0.5909,27.8,12.2,29.5,23.2,0.6417,0.7566,-1.079,0.252
