Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.2847563316666667,4.7220345,0.7516153233333335,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.6891456850000001,2.5407624191666667,0.5176430799999999,0.0,6
Rectangular,FewShot_PEFT,0.1127071075,1.2340481281666669,0.6881192899999999,66.66666666666666,6
Rectangular,Domain_Transfer_MMD,0.07168243249999999,0.6250144733333333,0.5844506016666667,66.66666666666666,6
Rectangular,Physics_TTA,0.680377725,1.1867380283333333,0.5865824591666666,0.0,6
Ellipse,Real_Only_Scratch,0.4446723175,3.741509,1.3224823675,50.0,4
Ellipse,Source_Only_ZeroShot,0.07659152124999999,1.1296572749999998,1.7390438750000001,0.0,4
Ellipse,FewShot_PEFT,0.24702827749999998,0.422468425,0.94707156,50.0,4
Ellipse,Domain_Transfer_MMD,0.21531850000000002,0.37628317,0.954243145,50.0,4
Ellipse,Physics_TTA,0.1597546631025,0.4552989,1.9488729,0.0,4
Triangular,Real_Only_Scratch,0.11816918,2.0959275500000003,1.3823462,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.48082977499999996,1.7536773666666665,0.7824171400000001,0.0,6
Triangular,FewShot_PEFT,0.0851664934,0.3114705106666667,1.342531443333333,83.33333333333334,6
Triangular,Domain_Transfer_MMD,0.05699673266666667,0.30285152200000004,1.1606291395,83.33333333333334,6
Triangular,Physics_TTA,0.4953394283333334,0.26232051549999996,0.795648505,0.0,6
Step_R,Real_Only_Scratch,0.140090775,3.19129925,1.1092027500000001,0.0,2
Step_R,Source_Only_ZeroShot,0.98543585,3.0493371500000004,0.64169155,100.0,2
Step_R,FewShot_PEFT,0.07822370549999999,0.155655385,1.0742511000000001,0.0,2
Step_R,Domain_Transfer_MMD,0.052493513000000006,0.57243634,0.7932694,0.0,2
Step_R,Physics_TTA,0.9336501500000001,1.4753451499999999,0.9435877699999999,100.0,2
Step_T,Real_Only_Scratch,0.050788999,2.1341004,0.90398942,0.0,2
Step_T,Source_Only_ZeroShot,1.01503125,3.57004215,0.763343215,0.0,2
Step_T,FewShot_PEFT,0.06371265649999999,0.097327234,0.76702453,0.0,2
Step_T,Domain_Transfer_MMD,0.119163095,0.25951004,0.834360125,0.0,2
Step_T,Physics_TTA,0.9421938,1.8935886000000002,1.047088015,0.0,2
