Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.1955,3.4523,1.2931,48.9,34.5,64.7,49.4,1.647,1.9746,-3.863,-2.472
Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,0.5449,239.6566,7.434,136.2,2396.6,371.7,968.2,82.5452,82.6014,-25.638,-86.235
FewShot_PEFT,20,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",-0.531,0.5212,236.3065,6.9556,130.3,2363.1,347.8,947.0,81.2611,81.319,-23.466,-75.48
Domain_Transfer_MMD,20,15.0,"[0.0, 30.1]",10.0,5.22,"[0.0, 11.5]",-0.307,0.5271,226.2359,6.3011,131.8,2262.4,315.1,903.1,77.688,77.8595,-24.046,-62.061
Physics_TTA,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,0.5444,239.0105,7.381,136.1,2390.1,369.0,965.1,82.3119,82.3705,-25.605,-85.017
