Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.28208290666666663,4.210410749999999,1.0091793583333335,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.7703184633333334,1.0299479286666666,5.049182216666667,83.33333333333334,6
Rectangular,FewShot_PEFT,0.14420022233333332,0.7442526745000001,0.4926457535,50.0,6
Rectangular,Domain_Transfer_MMD,0.14855540883333332,0.6704117428333333,0.4618084408333334,83.33333333333334,6
Rectangular,Physics_TTA,0.70300686,0.8599761523333332,4.4878734,83.33333333333334,6
Ellipse,Real_Only_Scratch,0.21314796749999998,0.70863580585,1.19971536,50.0,4
Ellipse,Source_Only_ZeroShot,0.74674972,1.644186725,3.4841844,0.0,4
Ellipse,FewShot_PEFT,0.25140111075,2.5367808175,2.0151006,0.0,4
Ellipse,Domain_Transfer_MMD,0.29823625750000005,1.635175935,2.1604534999999996,50.0,4
Ellipse,Physics_TTA,0.711627025,1.175075525,3.090627425,0.0,4
Triangular,Real_Only_Scratch,0.16049660366666665,3.33582355,1.4615410533333335,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.9728643400000001,1.045755711666667,5.2157743000000005,0.0,6
Triangular,FewShot_PEFT,0.11636500506666665,1.3928744033333331,1.63544676,16.666666666666664,6
Triangular,Domain_Transfer_MMD,0.10140295716666665,1.4336125116666667,1.44713931,50.0,6
Triangular,Physics_TTA,0.886177315,0.7327054383333333,4.866736200000001,0.0,6
Step_R,Real_Only_Scratch,0.17549494999999998,2.64698575,1.0660623999999999,0.0,2
Step_R,Source_Only_ZeroShot,1.2170489500000001,0.53126765,4.966193499999999,0.0,2
Step_R,FewShot_PEFT,0.207576395,0.48212529,0.8972221650000001,100.0,2
Step_R,Domain_Transfer_MMD,0.22211078,0.91485025,0.7253783149999999,50.0,2
Step_R,Physics_TTA,1.13251255,0.36820173,4.420103,0.0,2
Step_T,Real_Only_Scratch,0.19327536,1.69100715,1.1264806,0.0,2
Step_T,Source_Only_ZeroShot,0.9588072999999999,1.26418255,5.3172945,0.0,2
Step_T,FewShot_PEFT,0.19183957499999998,1.2989473,1.15504978,0.0,2
Step_T,Domain_Transfer_MMD,0.21250200000000002,1.3470091499999999,1.126591825,0.0,2
Step_T,Physics_TTA,0.8668862749999999,0.922519225,4.572227,0.0,2
