Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.33196267,3.8419580166666676,0.6676858468333333,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,0.7167499916666666,1.7014904,1.181379205,66.66666666666666,6
Rectangular,FewShot_PEFT,0.10880499,0.5839146021666666,0.4612307949999999,83.33333333333334,6
Rectangular,Domain_Transfer_MMD,0.11315489833333332,0.525848385,0.526186695,83.33333333333334,6
Rectangular,Physics_TTA,0.6859934333333334,1.22231865,1.0873007083333335,66.66666666666666,6
Ellipse,Real_Only_Scratch,0.40430331249999996,1.4406563175,1.69957665,50.0,4
Ellipse,Source_Only_ZeroShot,0.766827735,2.153682225,0.11720359100000001,0.0,4
Ellipse,FewShot_PEFT,0.20232936749999997,0.699077835,1.9554937500000003,25.0,4
Ellipse,Domain_Transfer_MMD,0.21309174749999998,0.8145184349999999,1.8979647,25.0,4
Ellipse,Physics_TTA,0.718930185,1.552311185,0.07464545950000001,0.0,4
Triangular,Real_Only_Scratch,0.09156684116666668,2.6098149666666663,1.3955264733333335,66.66666666666666,6
Triangular,Source_Only_ZeroShot,0.8795035566666666,3.1708270499999998,1.5713172899999999,0.0,6
Triangular,FewShot_PEFT,0.0953899145,0.64624786,0.978942145,16.666666666666664,6
Triangular,Domain_Transfer_MMD,0.1219746775,0.7194439708333333,0.8501494543333333,50.0,6
Triangular,Physics_TTA,0.854141975,2.5586578,1.4748024050000001,0.0,6
Step_R,Real_Only_Scratch,0.17052978000000002,1.08949995,1.01690942,0.0,2
Step_R,Source_Only_ZeroShot,1.00064935,2.9654312000000003,0.7275803000000001,0.0,2
Step_R,FewShot_PEFT,0.2274096,0.41892672,0.79183353,50.0,2
Step_R,Domain_Transfer_MMD,0.252015945,0.51411009,0.67130972,50.0,2
Step_R,Physics_TTA,0.96469468,2.33921335,0.56066979,0.0,2
Step_T,Real_Only_Scratch,0.0471752735,2.83745765,1.0601037999999998,0.0,2
Step_T,Source_Only_ZeroShot,0.9590528,1.9147257500000001,0.420025,50.0,2
Step_T,FewShot_PEFT,0.33698243,0.92215824,0.64663795,0.0,2
Step_T,Domain_Transfer_MMD,0.289165705,0.9963336,0.68075548,0.0,2
Step_T,Physics_TTA,0.983896375,1.3873024,0.38444591,0.0,2
