Class,Method,MAE_W,MAE_L,MAE_D,Accuracy,Count
Rectangular,Real_Only_Scratch,0.31027760233333335,3.9363352500000004,0.859897845,33.33333333333333,6
Rectangular,Source_Only_ZeroShot,103.36052666666666,460.0695533333333,187.488215,0.0,6
Rectangular,FewShot_PEFT,103.10519166666667,456.6759783333334,186.97825,0.0,6
Rectangular,Domain_Transfer_MMD,103.09420916666666,456.89502666666675,186.9732333333333,100.0,6
Rectangular,Physics_TTA,103.37998249999998,459.8036783333334,187.45113333333336,0.0,6
Ellipse,Real_Only_Scratch,0.29165718500000004,2.2157629749999996,1.11851673,50.0,4
Ellipse,Source_Only_ZeroShot,103.27071000000001,459.83543499999996,186.49401,0.0,4
Ellipse,FewShot_PEFT,103.01538500000001,456.4418,185.98405,0.0,4
Ellipse,Domain_Transfer_MMD,102.99928,456.76554999999996,185.976605,0.0,4
Ellipse,Physics_TTA,103.28862,459.60321000000005,186.45612,0.0,4
Triangular,Real_Only_Scratch,0.17791538333333334,2.4914654333333335,1.63187939,66.66666666666666,6
Triangular,Source_Only_ZeroShot,103.36071166666666,460.0658683333333,187.488305,0.0,6
Triangular,FewShot_PEFT,103.105375,456.67225,186.97833500000002,100.0,6
Triangular,Domain_Transfer_MMD,103.0943885,456.8935216666667,186.97324833333334,0.0,6
Triangular,Physics_TTA,103.38009183333334,459.80143000000004,187.451175,0.0,6
Step_R,Real_Only_Scratch,0.051005126,1.6493597,0.61284494,0.0,2
Step_R,Source_Only_ZeroShot,103.60256000000001,459.10431,186.51209,100.0,2
Step_R,FewShot_PEFT,103.347237,455.71093,186.00216,0.0,2
Step_R,Domain_Transfer_MMD,103.314977,456.3604,185.98718,0.0,2
Step_R,Physics_TTA,103.6229325,458.81744,186.47554,100.0,2
Step_T,Real_Only_Scratch,0.0193595585,1.96150325,0.9453157,0.0,2
Step_T,Source_Only_ZeroShot,103.602477,459.106065,186.512045,0.0,2
Step_T,FewShot_PEFT,103.34716,455.71258,186.002125,0.0,2
Step_T,Domain_Transfer_MMD,103.314925,456.361355,185.987165,0.0,2
Step_T,Physics_TTA,103.622855,458.81917999999996,186.4755,0.0,2
