Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.2422,2.5581,1.1092,60.6,25.6,55.5,47.2,1.3032,1.4594,-6.571,-1.849
Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,78.5346,2812.9326,684.9086,19633.7,28129.3,34245.4,27336.1,1192.1254,1192.1254,-531697.356,-732968.409
FewShot_PEFT,20,30.0,"[10.0, 50.0]",20.0,9.23,"[3.6, 16.7]",0.0,78.2792,2809.5142,684.3929,19569.8,28095.1,34219.6,27294.9,1190.7288,1190.7288,-528244.519,-731864.951
Domain_Transfer_MMD,20,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",-0.425,78.2792,2809.5142,684.3929,19569.8,28095.1,34219.6,27294.9,1190.7288,1190.7288,-528244.519,-731864.951
Physics_TTA,20,30.0,"[10.0, 50.0]",20.0,9.23,"[3.6, 16.7]",0.0,78.5534,2812.6824,684.946,19638.3,28126.8,34247.3,27337.5,1192.0607,1192.0607,-531951.104,-733048.622
